,idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,ttl_exp,tenure,south_city
1438,3305,45,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Professional services,Sales,Nonunion,7.02,15,17,1.42,South & Not central city
1439,3312,37,Black,Single,Has been married,12,Not college grad,South,SMSA,Central city,Professional services,Laborers,NotMentioned,3.14,40,9,4.92,South & Central city
1440,3316,41,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Manufacturing,Sales,Nonunion,5.58,40,10,2.67,South & Central city
1441,3317,44,White,Married,Has been married,15,Not college grad,South,SMSA,Not central city,Manufacturing,Sales,Nonunion,9.78,38,17,16.33,South & Not central city
1442,3318,42,White,Single,Has been married,17,College grad,South,SMSA,Central city,Professional services,Other,Nonunion,4.33,0,16,13.25,South & Central city
1443,3319,36,White,Single,Has been married,12,Not college grad,South,SMSA,Central city,Wholesale/Retail trade,Clerical/Unskilled,NotMentioned,40.2,40,10,0.83,South & Central city
1444,3320,34,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Professional services,Laborers,Nonunion,3.89,30,14,3.67,South & Central city
1445,3325,41,White,Married,Has been married,18,College grad,South,SMSA,Not central city,Professional services,Craftsmen,Nonunion,12.58,40,18,3.42,South & Not central city
1446,3326,40,Black,Married,Has been married,12,Not college grad,South,SMSA,Central city,Business/Repair svc,Sales,NotMentioned,2.61,32,14,0.0,South & Central city
1447,3328,41,Black,Single,Has been married,14,Not college grad,South,SMSA,Central city,Public administration,Professional/Technical,Nonunion,5.84,40,12,3.0,South & Central city
1448,3332,35,White,Single,Never married,12,Not college grad,South,SMSA,Not central city,Public administration,Sales,Nonunion,10.06,40,12,9.83,South & Not central city
1449,3333,42,White,Married,Has been married,18,College grad,South,Not SMSA,Not central city,Professional services,Other,Nonunion,7.81,50,17,16.83,South & Not central city
1450,3337,44,White,Single,Has been married,12,Not college grad,South,SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,2.42,50,11,1.75,South & Not central city
1451,3342,39,Black,Single,Has been married,12,Not college grad,South,SMSA,Central city,Professional services,Laborers,Union,4.07,30,16,16.08,South & Central city
1452,3344,41,Black,Single,Has been married,12,Not college grad,South,SMSA,Central city,Public administration,Professional/Technical,Union,6.77,40,18,0.0,South & Central city
1453,3346,41,White,Married,Has been married,15,Not college grad,Not south,SMSA,Not central city,Professional services,Professional/Technical,Nonunion,7.05,40,9,2.5,Not south & Not central city
1454,3347,41,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Professional services,Sales,Nonunion,4.03,40,8,8.33,South & Central city
1455,3353,44,White,Married,Has been married,18,College grad,South,SMSA,Not central city,Professional services,Other,Nonunion,10.84,60,15,14.83,South & Not central city
1456,3355,39,White,Married,Has been married,18,College grad,South,SMSA,Not central city,Professional services,Other,Nonunion,10.45,40,14,12.83,South & Not central city
1457,3356,40,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Personal services,Clerical/Unskilled,NotMentioned,3.0,15,12,0.33,South & Not central city
1458,3357,41,Black,Single,Has been married,12,Not college grad,Not south,SMSA,Central city,Finance/Ins/Real estate,Sales,Nonunion,11.51,35,20,20.08,Not south & Central city
1459,3359,43,Black,Married,Has been married,12,Not college grad,South,SMSA,Central city,Entertainment/Rec svc,Laborers,Nonunion,1.81,20,14,3.42,South & Central city
1460,3362,40,Black,Single,Never married,12,Not college grad,South,SMSA,Central city,Wholesale/Retail trade,Laborers,Nonunion,4.85,35,13,6.67,South & Central city
1461,3366,44,White,Married,Has been married,14,Not college grad,Not south,SMSA,Not central city,Manufacturing,Sales,Nonunion,7.25,40,11,9.17,Not south & Not central city
1462,3368,44,White,Single,Has been married,12,Not college grad,South,SMSA,Not central city,Manufacturing,Craftsmen,Nonunion,5.23,50,12,3.67,South & Not central city
1463,3372,42,White,Single,Has been married,13,Not college grad,South,SMSA,Not central city,Entertainment/Rec svc,Service,Nonunion,4.23,40,10,1.58,South & Not central city
1464,3374,44,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Finance/Ins/Real estate,Managers/Admin,Nonunion,8.26,45,19,16.08,South & Central city
1465,3376,35,Black,Married,Has been married,18,College grad,South,SMSA,Not central city,Professional services,Other,Union,5.61,53,7,5.92,South & Not central city
1466,3378,42,Black,Married,Has been married,8,Not college grad,South,SMSA,Not central city,Wholesale/Retail trade,Operatives,Nonunion,2.7,30,4,0.08,South & Not central city
1467,3381,39,Black,Single,Has been married,16,College grad,Not south,SMSA,Central city,Professional services,Professional/Technical,Nonunion,11.51,35,14,1.25,Not south & Central city
1468,3382,35,Black,Married,Has been married,12,Not college grad,South,SMSA,Central city,Professional services,Sales,Union,4.23,40,10,0.33,South & Central city
1469,3386,39,Black,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,7.8,40,14,11.25,South & Not central city
1470,3387,37,Black,Single,Never married,12,Not college grad,Not south,SMSA,Central city,Public administration,Sales,Nonunion,8.58,35,18,6.0,Not south & Central city
1471,3389,44,Black,Married,Has been married,12,Not college grad,South,SMSA,Central city,Manufacturing,Operatives,Union,4.03,40,15,0.0,South & Central city
1472,3391,39,Black,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Professional services,Sales,Nonunion,4.28,55,16,11.75,South & Not central city
1473,3392,38,Black,Single,Has been married,14,Not college grad,South,SMSA,Central city,Personal services,Sales,Nonunion,5.03,40,16,0.0,South & Central city
1474,3393,35,Black,Married,Has been married,16,College grad,South,SMSA,Not central city,Public administration,Sales,Nonunion,10.84,40,7,0.0,South & Not central city
1475,3394,36,Black,Single,Has been married,16,College grad,South,SMSA,Not central city,Professional services,Professional/Technical,Nonunion,11.61,40,17,8.42,South & Not central city
1476,3399,34,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Manufacturing,Operatives,NotMentioned,3.05,40,11,1.75,South & Central city
1477,3400,36,White,Married,Has been married,14,Not college grad,South,SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,3.87,40,13,4.67,South & Not central city
1478,3402,41,Black,Single,Has been married,9,Not college grad,South,SMSA,Not central city,Manufacturing,Operatives,Nonunion,5.1,40,16,9.92,South & Not central city
1479,3403,37,Black,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Manufacturing,Operatives,Nonunion,6.44,40,16,3.92,South & Not central city
1480,3406,42,White,Married,Has been married,11,Not college grad,South,SMSA,Not central city,Professional services,Sales,Nonunion,6.45,40,20,20.33,South & Not central city
1481,3407,38,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Professional services,Craftsmen,Nonunion,4.12,46,7,3.17,South & Not central city
1482,3408,41,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Professional services,Sales,Nonunion,4.88,32,5,1.75,Not south & Not central city
1483,3410,41,White,Single,Has been married,15,Not college grad,South,Not SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,6.79,40,17,9.17,South & Not central city
1484,3411,35,White,Single,Has been married,13,Not college grad,South,SMSA,Central city,Public administration,Sales,Union,9.06,40,4,1.58,South & Central city
1485,3412,43,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Sales,NotMentioned,2.62,40,9,6.25,South & Not central city
1486,3413,42,White,Single,Has been married,12,Not college grad,South,SMSA,Not central city,Professional services,Sales,Nonunion,5.83,40,9,7.67,South & Not central city
1487,3414,38,White,Married,Has been married,18,College grad,South,SMSA,Central city,Professional services,Sales,NotMentioned,8.71,12,8,1.58,South & Central city
1488,3416,40,Black,Single,Has been married,13,Not college grad,South,SMSA,Central city,Transport/Comm/Utility,Service,Union,7.05,40,10,6.92,South & Central city
1489,3418,35,Black,Married,Has been married,16,College grad,South,SMSA,Central city,Professional services,Other,Union,7.75,40,11,3.08,South & Central city
1490,3419,37,Black,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Professional services,Laborers,Union,4.84,35,11,0.42,South & Not central city
1491,3423,42,Black,Single,Has been married,10,Not college grad,South,SMSA,Central city,Personal services,Transport,Nonunion,2.42,20,5,0.33,South & Central city
1492,3424,38,Black,Married,Has been married,12,Not college grad,South,SMSA,Central city,Wholesale/Retail trade,Craftsmen,NotMentioned,4.18,40,15,0.75,South & Central city
1493,3429,39,Black,Married,Has been married,12,Not college grad,South,SMSA,Central city,Personal services,Laborers,Nonunion,3.49,15,9,0.5,South & Central city
1494,3431,41,Black,Single,Has been married,11,Not college grad,South,SMSA,Central city,Wholesale/Retail trade,Sales,Nonunion,4.45,17,4,1.92,South & Central city
1495,3434,37,Black,Married,Has been married,9,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Clerical/Unskilled,Nonunion,4.41,40,15,8.58,South & Not central city
1496,3435,41,Black,Single,Has been married,8,Not college grad,Not south,SMSA,Central city,Manufacturing,Operatives,Union,10.71,40,16,16.17,Not south & Central city
1497,3439,35,Black,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Sales,Nonunion,4.99,40,16,15.92,South & Not central city
1498,3441,39,Black,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Professional services,Laborers,Nonunion,5.64,40,18,18.0,Not south & Central city
1499,3442,37,Black,Single,Has been married,13,Not college grad,Not south,SMSA,Central city,Professional services,Laborers,Nonunion,6.35,40,18,18.33,Not south & Central city
1500,3443,43,Black,Single,Never married,14,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,3.62,40,20,1.33,South & Not central city
1501,3445,39,White,Single,Has been married,12,Not college grad,Not south,SMSA,Central city,Finance/Ins/Real estate,Managers/Admin,Union,7.34,40,19,3.25,Not south & Central city
1502,3448,37,Black,Married,Has been married,16,College grad,South,Not SMSA,Not central city,Professional services,Other,Nonunion,7.75,40,15,11.42,South & Not central city
1503,3449,35,Black,Married,Has been married,11,Not college grad,Not south,SMSA,Central city,Finance/Ins/Real estate,Managers/Admin,Union,10.19,38,14,13.17,Not south & Central city
1504,3450,42,White,Single,Never married,16,College grad,South,SMSA,Central city,Public administration,Professional/Technical,Nonunion,2.09,40,4,0.92,South & Central city
1505,3455,37,Black,Single,Never married,11,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,6.84,44,12,7.42,South & Not central city
1506,3456,39,Black,Married,Has been married,15,Not college grad,Not south,SMSA,Central city,Professional services,Sales,Union,6.81,17,6,6.17,Not south & Central city
1507,3457,43,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,3.35,40,8,3.92,South & Not central city
1508,3462,34,Black,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,NotMentioned,4.39,40,14,13.33,South & Not central city
1509,3463,36,Black,Married,Has been married,14,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,5.08,40,11,6.0,South & Not central city
1510,3464,43,White,Married,Has been married,16,College grad,South,Not SMSA,Not central city,Professional services,Professional/Technical,Nonunion,3.94,24,21,20.75,South & Not central city
1511,3466,38,Black,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,4.31,40,12,4.75,South & Not central city
1512,3468,45,Black,Single,Has been married,9,Not college grad,Not south,SMSA,Central city,Wholesale/Retail trade,Clerical/Unskilled,Nonunion,3.81,32,5,3.75,Not south & Central city
1513,3477,40,Black,Single,Has been married,12,Not college grad,South,SMSA,Not central city,Business/Repair svc,Sales,Nonunion,5.03,40,19,2.0,South & Not central city
1514,3479,44,Black,Single,Has been married,12,Not college grad,South,SMSA,Central city,Manufacturing,Clerical/Unskilled,Nonunion,4.03,40,18,0.08,South & Central city
1515,3483,43,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Personal services,Transport,Nonunion,3.02,25,9,0.5,South & Not central city
1516,3484,43,White,Married,Has been married,14,Not college grad,South,SMSA,Central city,Wholesale/Retail trade,Laborers,Nonunion,8.62,42,5,4.42,South & Central city
1517,3487,42,White,Single,Never married,18,College grad,Not south,Not SMSA,Not central city,Professional services,Other,Nonunion,4.2,70,19,1.42,Not south & Not central city
1518,3490,35,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Business/Repair svc,Laborers,Nonunion,8.05,30,10,5.42,South & Not central city
